no.,score_total,score_average,id,response,score
36,18.767959151968782,0.5213321986657995,20731,0,0.489953425755189
37,19.2576355938599,0.5204766376718891,24363,1,0.489676441891118
38,19.742893130376817,0.5195498192204425,21074,0,0.48525753651692
39,20.22697991455346,0.518640510629576,24889,0,0.484086784176644
40,20.71102001038495,0.5177755002596237,23930,1,0.484040095831487
41,21.193510765591803,0.5169148967217513,26310,0,0.482490755206853
42,21.675087709614665,0.5160735168955872,23547,0,0.481576944022861
43,22.156422823395157,0.5152656470557013,20642,1,0.481335113780493
44,22.634626830023816,0.5144233370459959,24681,0,0.47820400662866
45,23.112778371873844,0.5136172971527521,24807,1,0.478151541850027
46,23.590275994236617,0.5128320868312308,21637,0,0.477497622362773
47,24.06624589571761,0.5120477850152683,26836,0,0.475969901480994
48,24.541306218774654,0.5112772128911386,20759,1,0.475060323057045
49,25.01578961393678,0.510526318651771,19773,0,0.474483395162123
50,25.490273009098903,0.509805460181978,18113,0,0.474483395162123
51,25.96464920040546,0.5091107686354012,28755,0,0.474376191306558
52,26.43703668779538,0.5084045516883727,27894,1,0.472387487389919
53,26.9094241751853,0.5077249844374585,26484,1,0.472387487389919
54,27.38181166257522,0.5070705863439856,26441,0,0.472387487389919
55,27.85419914996514,0.5064399845448208,26113,1,0.472387487389919
56,28.32658663735506,0.5058319042384832,24927,1,0.472387487389919
57,28.79897412474498,0.5052451600832453,23810,0,0.472387487389919
58,29.27128454231594,0.5046773196951024,22129,1,0.472310417570958
59,29.743286657455734,0.5041235026687413,16826,0,0.472002115139794
60,30.21390868098822,0.503565144683137,23358,0,0.470622023532486
61,30.684407875232264,0.5030230799218404,21704,0,0.470499194244046
62,31.15490706947631,0.5024985011205856,20375,1,0.470499194244046
63,31.62384425146352,0.5019657817692622,26447,1,0.468937181987211
64,32.09186430150726,0.5014353797110509,11006,0,0.468020050043737
65,32.5570205281697,0.5008772388949185,18998,0,0.465156226662446
66,33.02190963179555,0.5003319641181144,13018,0,0.464889103625854
67,33.48676123042796,0.4998024064242979,9749,0,0.464851598632404
68,33.9511487993904,0.4992815999910353,9197,1,0.464387568962446
69,34.413971363887924,0.4987532081722887,19507,0,0.462822564497524
70,34.875869553201674,0.498226707902881,20379,1,0.461898189313749
71,35.334809449706626,0.4976733725310792,22536,0,0.458939896504953
72,35.79360453006307,0.497133396250876,20296,1,0.458795080356448
73,36.25014881293073,0.4965773809990511,24309,1,0.456544282867662
74,36.70479353020114,0.4960107233810964,11478,0,0.454644717270402
75,37.15724008604164,0.4954298678138885,28979,0,0.452446555840505
76,37.609123393292094,0.4948568867538434,9463,0,0.451883307250452
77,38.05903591297176,0.4942731936749579,26268,1,0.449912519679664
78,38.508785341417806,0.4937023761720232,22876,1,0.449749428446048
79,38.95853476986385,0.4931460097451121,22162,1,0.449749428446048
80,39.407943308150394,0.4925992913518799,17072,1,0.449408538286542
81,39.85712024505913,0.4920632129019645,18010,1,0.449176936908736
82,40.30473975132858,0.4915212164796169,15978,0,0.447619506269453
83,40.75018846237687,0.4909661260527334,26034,1,0.445448711048286
84,41.19545031987685,0.4904220276175815,29515,0,0.44526185749998
85,41.638605068303775,0.4898659419800444,22579,0,0.44315474842693
86,42.08141526842682,0.4893187821910095,29187,0,0.442810200123044
87,42.52371482803203,0.48877833135669,13722,0,0.442299559605207
88,42.96580451983378,0.4882477786344748,21106,0,0.442089691801758
89,43.40787420081576,0.4877289236046715,25955,0,0.442069680981978
90,43.849734348222775,0.4872192705358086,9519,0,0.441860147407015
91,44.29037058776421,0.48670736909631,18242,0,0.440636239541434
92,44.73092250652419,0.4862056794187412,20024,0,0.44055191875998
93,45.17091209536465,0.485708732208222,19361,0,0.439989588840461
94,45.61033917741856,0.485216374227857,22336,0,0.43942708205391
95,46.0494709374568,0.4847312730258611,27686,0,0.439131760038247
96,46.48860269749505,0.4842562780989068,21722,0,0.439131760038247
97,46.92744808937285,0.4837881246327098,26119,1,0.438845391877803
98,47.3661233385366,0.4833277891687409,18949,0,0.438675249163749
99,47.804538899965856,0.4828741303026854,21211,1,0.438415561429253
100,48.24228165232595,0.4824228165232595,22492,1,0.437742752360092
101,48.67910300992949,0.481971316929995,20163,1,0.436821357603541
102,49.11555544299158,0.4815250533626626,25505,0,0.436452433062084
103,49.552007876053665,0.4810874551073172,23877,0,0.436452433062084
104,49.98846030911575,0.4806582722030361,23169,0,0.436452433062084
105,50.42491274217784,0.4802372642112175,22389,0,0.436452433062084
106,50.861365175239925,0.4798241997664144,21325,0,0.436452433062084
107,51.29741987067024,0.4794151389782265,25764,0,0.436054695430315
108,51.73305087396442,0.4790097303144854,26023,0,0.435631003294183
109,52.168330114745594,0.4786085331628036,24877,0,0.435279240781171
110,52.59978826385933,0.4781798933078121,26987,1,0.431458149113739
111,53.03078418453854,0.4777548124733202,26838,0,0.430995920679209
112,53.46178010521775,0.4773373223680156,26822,0,0.430995920679209
113,53.89277602589696,0.4769272214681147,26180,1,0.430995920679209
114,54.323771946576166,0.4765243153208436,25933,1,0.430995920679209
115,54.754767867255374,0.4761284162370032,23948,0,0.430995920679209
116,55.18576378793458,0.475739342999436,22516,0,0.430995920679209
117,55.61675970861379,0.4753569205864427,22496,0,0.430995920679209
118,56.047755629293,0.4749809799092627,22374,1,0.430995920679209
119,56.47875154997221,0.4746113575627917,21619,1,0.430995920679209
120,56.90974747065142,0.4742478955887618,21610,1,0.430995920679209
121,57.340743391330626,0.4738904412506663,19141,1,0.430995920679209
122,57.77161712944737,0.4735378453233391,24450,0,0.430873738116743
123,58.20135912114998,0.473181781472764,20506,1,0.429741991702604
124,58.6298201971013,0.4728211306217847,26314,1,0.428461075951325
125,59.05708834881212,0.472456706790497,27136,0,0.427268151710823
126,59.48374808056947,0.4720932387346783,29026,0,0.426659731757346
127,59.90993452522949,0.4717317679151928,23325,1,0.426186444660019
128,60.335754236025046,0.4713730799689457,23043,0,0.425819710795561
129,60.761341554368535,0.4710181515842522,22050,1,0.425587318343489
130,61.18632248354791,0.4706640191042147,27725,0,0.424980929179374
131,61.61130341272729,0.4703152932269259,26462,0,0.424980929179374
132,62.036284341906665,0.4699718510750505,22961,1,0.424980929179374
133,62.46114236013047,0.4696326493242892,8500,0,0.4248580182238
134,62.88409032499342,0.4692842561566674,9272,0,0.422947964862953
135,63.304578337140725,0.4689228024973387,29564,0,0.420488012147303
136,63.72499066268453,0.4685661078138569,16897,1,0.420412325543807
137,64.14366388273979,0.4682019261513853,26326,1,0.418673220055256
138,64.56229538436978,0.4678427201765926,13392,0,0.418631501629988
139,64.98092688599976,0.4674886826330918,11908,1,0.418631501629988
140,65.3984933554558,0.4671320953961128,18172,1,0.417566469456039
141,65.81570040464027,0.4667780170541863,17541,1,0.417207049184471
142,66.23262638328227,0.4664269463611427,12484,0,0.416925978641999
143,66.6494563936031,0.4660801146405811,21377,0,0.41683001032083
144,67.06625257268394,0.4657378650880829,21900,0,0.416796179080838
145,67.4823198632766,0.4653953094019076,29163,0,0.416067290592658
146,67.89838715386927,0.4650574462593785,29027,1,0.416067290592658
147,68.3140941479706,0.4647217288977592,25234,0,0.415706994101334
148,68.72882931624788,0.4643839818665397,23123,0,0.414735168277292
149,69.14335284281549,0.464049347938359,19790,0,0.414523526567604
150,69.55751485783189,0.4637167657188793,29727,0,0.414162015016402
151,69.97167687284829,0.4633885885619092,28449,0,0.414162015016402
152,70.3858388878647,0.4630647295254256,28364,0,0.414162015016402
153,70.8000009028811,0.4627451039403993,27201,1,0.414162015016402
154,71.21377578268662,0.4624271154719911,15176,0,0.413774879805526
155,71.62710859605957,0.462110378039094,23944,0,0.41333281337294
156,72.04040008470477,0.4617974364404152,14899,0,0.413291488645204
157,72.45327833949753,0.4614858492961626,27341,1,0.412878254792762
158,72.86615659429029,0.4611782062929765,17461,0,0.412878254792762
159,73.27888104514936,0.4608734656927633,4572,0,0.41272445085908
160,73.69042874200136,0.4605651796375085,13526,0,0.411547696851999
161,74.1008344877753,0.4602536303588528,23936,0,0.410405745773939
162,74.51060595014836,0.4599420120379528,23963,1,0.409771462373064
163,74.92037741252142,0.4596342172547326,23218,1,0.409771462373064
164,75.33014887489448,0.4593301760664297,20692,0,0.409771462373064
165,75.73832621047427,0.4590201588513592,22520,1,0.408177335579787
166,76.14650354605406,0.4587138767834582,21627,0,0.408177335579787
167,76.55468088163386,0.4584112627642746,19874,0,0.408177335579787
168,76.96285821721365,0.4581122512929384,17516,0,0.408177335579787
169,77.37024605529501,0.4578121068360652,26303,0,0.407387838081357
170,77.7773134712724,0.4575136086545435,29882,0,0.407067415977378
171,78.18407078789596,0.4572167882333098,25448,1,0.406757316623562
172,78.59028678955028,0.456920272032269,23795,0,0.406216001654318
173,78.99631662004401,0.4566261076303122,24886,0,0.406029830493731
174,79.40020656752768,0.4563230262501591,27070,0,0.403889947483664
175,79.8040490173737,0.4560231372421354,24847,0,0.403842449846023
176,80.20728555398678,0.4557232133749249,26408,1,0.403236536613074
177,80.61052209059986,0.4554266784779653,20322,1,0.403236536613074
178,81.0133304299421,0.4551310698311354,28793,1,0.402808339342239
179,81.41470144402095,0.4548307343241394,26467,0,0.401371014078849
180,81.81532805193494,0.4545296002885275,26733,1,0.400626607913994
181,82.21547187495754,0.4542291263809809,7427,0,0.400143823022603
182,82.61502302440961,0.4539286979363165,14216,0,0.399551149452072
183,83.01439246261651,0.4536305599050083,21625,0,0.399369438206905
184,83.41371757315355,0.4533354215932258,15983,0,0.399325110537035
185,83.81189061410252,0.4530372465627163,2944,1,0.398173040948972
186,84.20984231493202,0.4527410877146883,23734,0,0.397951700829494
187,84.60774439912184,0.4524478310113467,24505,1,0.397902084189827
188,85.00564648331166,0.4521576940601684,21597,0,0.397902084189827
189,85.40354856750149,0.4518706273412777,17462,0,0.397902084189827
190,85.80022255495427,0.4515801187102856,25258,1,0.396673987452788
191,86.19672500536271,0.4512917539547786,14713,1,0.396502450408436
192,86.5929133259372,0.451004756905923,16406,0,0.396188320574494
193,86.98876054561954,0.4507189665576142,23216,0,0.395847219682339
194,87.38460776530188,0.4504361225015561,20684,0,0.395847219682339
195,87.78045498498422,0.4501561794101755,18940,0,0.395847219682339
196,88.17630220466656,0.4498790928809518,18914,0,0.395847219682339
197,88.5721494243489,0.4496048194129386,18295,0,0.395847219682339
198,88.96799664403123,0.4493333163839961,18236,0,0.395847219682339
199,89.36384386371357,0.4490645420287114,18115,0,0.395847219682339
200,89.75969108339591,0.4487984554169796,15733,0,0.395847219682339
201,90.15495759331782,0.4485321273299394,24896,1,0.395266509921907
202,90.55022410323973,0.4482684361546521,20972,0,0.395266509921907
203,90.94538386882411,0.4480068170878035,19859,1,0.395159765584381
204,91.34014823799811,0.4477458246960692,25141,0,0.394764369173994
205,91.73398658635588,0.4474828613968579,27215,0,0.393838348357772
206,92.12782493471366,0.4472224511393867,26427,0,0.393838348357772
207,92.52166328307143,0.4469645569230504,26426,1,0.393838348357772
208,92.91550163142921,0.4467091424587943,25154,1,0.393838348357772
209,93.30933997978698,0.4464561721520908,24760,0,0.393838348357772
210,93.70317832814476,0.4462056110864036,24758,1,0.393838348357772
211,94.09701667650253,0.445957425007121,24745,1,0.393838348357772
212,94.49085502486031,0.4457115803059449,24734,0,0.393838348357772
213,94.88469337321808,0.4454680440057187,24729,0,0.393838348357772
214,95.27853172157586,0.4452267837456816,23118,0,0.393838348357772
215,95.67237006993363,0.4449877677671332,23115,0,0.393838348357772
216,96.06620841829141,0.4447509648994973,22345,0,0.393838348357772
217,96.45987033767746,0.4445155315100344,15851,0,0.393661919386052
218,96.85298015438586,0.4442797254788342,15884,0,0.393109816708398
219,97.24608997109426,0.4440460729273711,15802,1,0.393109816708398
220,97.63919978780267,0.4438145444900121,15784,0,0.393109816708398
221,98.03230960451107,0.4435851113326293,15742,0,0.393109816708398
222,98.42541942121947,0.4433577451406283,14893,0,0.393109816708398
223,98.81839875041784,0.443131832961515,20150,1,0.392979329198365
224,99.21110757071942,0.442906730226426,15032,0,0.392708820301572
225,99.60325582747392,0.4426811370109952,19358,1,0.392148256754493
226,99.99540408422841,0.4424575401957009,17702,0,0.392148256754493
227,100.38741884993004,0.4422353253300883,22366,0,0.392014765701627
228,100.77938587935864,0.4420148503480642,21521,0,0.391967029428596
229,101.17046108656608,0.4417924064915549,12349,1,0.391075207207438
230,101.56153629377351,0.44157189692945,10805,0,0.391075207207438
231,101.95209508369588,0.4413510609683804,21598,0,0.390558789922362
232,102.3418916085209,0.4411288431401762,23775,1,0.389796524825019
233,102.73152972847194,0.4409078529118967,13757,0,0.38963811995105
234,103.12094967390428,0.440687819119249,22610,1,0.389419945432338
235,103.51036961933661,0.4404696579546239,17675,1,0.389419945432338
236,103.89967234327872,0.440252848912198,27688,0,0.389302723942104
237,104.28607436349166,0.4400256302257032,13133,1,0.386402020212948
238,104.67203447487442,0.4397984641801446,14021,1,0.385960111382752
239,105.05792467725269,0.4395729065993836,3969,0,0.385890202378265
240,105.44331001086495,0.4393471250452706,24472,0,0.385385333612261
241,105.82814459205882,0.4391209319172565,19134,0,0.384834581193873
242,106.21297917325269,0.4388966081539367,18121,0,0.384834581193873
243,106.59770989592995,0.4386737032754319,12533,1,0.38473072267726
244,106.98241411264277,0.4384525168550933,28674,1,0.384704216712823
245,107.36666700691909,0.4382312939057922,27693,0,0.384252894276313
246,107.75051853244624,0.4380102379367733,23969,0,0.383851525527148
247,108.13437005797338,0.4377909718946291,21494,0,0.383851525527148
248,108.51783408129194,0.4375719116181126,27454,0,0.383464023318552
249,108.90094358863993,0.4373531871029716,26230,0,0.383109507348
250,109.28374788400086,0.4371349915360034,11511,0,0.382804295360933
251,109.66625310474501,0.4369173430467929,19258,0,0.382505220744154
252,110.04807019436548,0.4366986912474821,29726,0,0.381817089620468
253,110.42988728398595,0.4364817679208931,21572,0,0.381817089620468
254,110.81163187838789,0.4362662672377476,25496,1,0.381744594401941
255,111.19330348793544,0.4360521705409233,22013,1,0.381671609547555
256,111.57475833286006,0.4358388997377346,8427,0,0.381454844924623
257,111.95607849845413,0.4356267645854246,28655,0,0.381320165594074
258,112.33739866404821,0.4354162738916597,23721,1,0.381320165594074
259,112.71871882964228,0.4352074086086575,18794,0,0.381320165594074
260,113.09959401150132,0.4349984385057743,27663,1,0.380875181859045
261,113.48037348673033,0.4347907030142925,16407,0,0.380779475229
262,113.86115296195933,0.4345845532899211,13459,0,0.380779475229
263,114.24190757156308,0.4343798766979585,22821,1,0.380754609603745
264,114.62231791285947,0.4341754466396192,14398,0,0.380410341296397
265,115.00269937372084,0.4339724504668711,27171,1,0.380381460861372
266,115.38295734372718,0.4337705163298015,11219,0,0.380257970006337
267,115.76297288930947,0.4335691868513463,23827,0,0.380015545582281
268,116.14211525954293,0.4333661017147125,20144,0,0.379142370233472
269,116.52120693223588,0.4331643380380516,19743,1,0.379091672692955
270,116.90027561280269,0.432963983751121,14001,0,0.379068680566808
271,117.27932291509748,0.4327650292070018,14017,0,0.379047302294795
272,117.65835758900923,0.4325674911360634,26709,0,0.379034673911748
273,118.03702355332439,0.4323700496458769,22514,1,0.378665964315162
274,118.41568951763955,0.4321740493344509,22510,1,0.378665964315162
275,118.79435548195471,0.4319794744798353,22201,0,0.378665964315162
276,119.17302144626987,0.4317863095879343,19863,1,0.378665964315162
277,119.55168741058503,0.4315945393883936,17511,0,0.378665964315162
278,119.93035337490019,0.4314041488305762,17468,0,0.378665964315162
279,120.30857832623587,0.4312135423879422,22502,0,0.378224951335678
280,120.68580523000008,0.431020732964286,18245,0,0.377226903764205
281,121.0630321337643,0.430829295849695,18181,0,0.377226903764205
282,121.439813195304,0.4306376354443404,15277,0,0.376781061539708
283,121.81592182289032,0.430444953437775,8268,0,0.37610862758632
284,122.19167662593082,0.4302523824856719,21634,1,0.375754803040504
285,122.56743142897133,0.4300611629086714,20660,0,0.375754803040504
286,122.94318623201184,0.4298712805315099,20652,1,0.375754803040504
287,123.31894103505235,0.429682721376489,18936,0,0.375754803040504
288,123.69466522651433,0.4294953653698414,21881,0,0.37572419146199
289,124.07021303175677,0.4293086956116151,29735,0,0.375547805242435
290,124.4457608369992,0.4291233132310317,29713,0,0.375547805242435
291,124.82130864224163,0.4289392049561568,29670,1,0.375547805242435
292,125.1967606215932,0.4287560295260041,26554,1,0.375451979351562
293,125.57221260094477,0.4285741044400845,19344,1,0.375451979351562
294,125.94756144516818,0.4283930661400278,20873,1,0.375348844223405
295,126.32290371229274,0.4282132329230263,21738,1,0.375342267124567
296,126.69821227357227,0.4280345009242306,25135,1,0.375308561279521
297,127.07342454710353,0.4278566483067459,17780,1,0.375212273531263
298,127.44863682063479,0.4276799893309892,17766,0,0.375212273531263
299,127.82384564593765,0.4275045004880858,25224,1,0.37520882530286
300,128.19887353547304,0.4273295784515768,24056,0,0.375027889535395
301,128.57372516939247,0.4271552331209052,28804,1,0.374851633919434
302,128.94785234445848,0.426979643524697,25355,1,0.374127175065997
303,129.3219795195245,0.4268052129357244,19653,1,0.374127175065997
304,129.69604635936986,0.4266317314452956,23232,0,0.37406683984538
305,130.07006128056554,0.4264592173133296,21974,0,0.374014921195688
306,130.44330470696744,0.4262853094998936,24770,0,0.373243426401913
307,130.81654813336934,0.4261125346363822,24263,1,0.373243426401913
308,131.18979155977124,0.4259408816875689,23873,0,0.373243426401913
309,131.56303498617314,0.4257703397610781,23338,0,0.373243426401913
310,131.93627841257504,0.4256008981050808,22324,1,0.373243426401913
311,132.30952183897693,0.4254325461060352,22017,0,0.373243426401913
312,132.6825354838396,0.4252645368071782,9787,0,0.37301364486264
313,133.05526230089572,0.4250966846673985,28602,0,0.372726817056145
314,133.42798911795185,0.4249299016495282,24702,1,0.372726817056145
315,133.800715935008,0.4247641775714539,23857,1,0.372726817056145
316,134.1734109520316,0.4245994017469354,23893,1,0.372695017023589
317,134.54599310650673,0.4244353094842484,27308,0,0.372582154475149
318,134.91851924665386,0.4242720731026851,28538,1,0.372526140147116
319,135.29102769384193,0.4241098046828901,26259,1,0.372508447188066
320,135.66279549334672,0.4239462359167085,18235,1,0.371767799504802
321,136.03455881506304,0.4237836723210687,14341,0,0.371763321716314
322,136.4062888903383,0.423622015187386,18060,0,0.37173007527524
323,136.77787642654786,0.4234609177292504,27517,1,0.371587536209585
324,137.14946396275744,0.4233008146998686,22551,0,0.371587536209585
325,137.521051498967,0.4231416969198985,19381,1,0.371587536209585
326,137.8926390351766,0.4229835553226276,17695,0,0.371587536209585
327,138.26411145197915,0.422826028905135,25118,1,0.371472416802564
328,138.6355838687817,0.4226694630145784,25070,1,0.371472416802564
329,139.00699580537383,0.4225136650619266,26558,0,0.371411936592126
330,139.37840774196596,0.4223588113392908,24901,0,0.371411936592126
331,139.74981967855808,0.4222048932886951,24871,1,0.371411936592126
332,140.1212316151502,0.4220519024552717,24866,0,0.371411936592126
333,140.49264355174233,0.4218998304857127,23333,1,0.371411936592126
334,140.86405548833446,0.4217486691267498,23321,0,0.371411936592126
335,141.23546742492658,0.4215984102236615,22530,1,0.371411936592126
336,141.60676426437013,0.4214487031677682,29100,1,0.371296839443542
337,141.97806110381367,0.4212998845810495,29024,0,0.371296839443542
338,142.34929554346715,0.4211517619629206,29123,1,0.371234439653474
339,142.7204668297876,0.4210043269315268,29171,1,0.371171286320459
340,143.09163674426185,0.4208577551301819,19692,0,0.371169914474255
341,143.4617567155245,0.4207089639751452,28622,0,0.37011997126264
342,143.83187668678715,0.4205610429438221,26319,1,0.37011997126264
343,144.2019966580498,0.4204139844258012,26010,1,0.37011997126264
344,144.57201388631378,0.4202674822276564,23899,0,0.370017228263976
345,144.94202331675478,0.4201218067152312,25986,0,0.370009430440996
346,145.3120327471958,0.4199769732577913,24986,1,0.370009430440996
347,145.6820421776368,0.4198329745753222,23444,0,0.370009430440996
348,146.0520516080778,0.4196898034714879,17249,1,0.370009430440996
349,146.42173965989417,0.4195465319767741,20604,0,0.369688051816396
350,146.79108122349885,0.4194030892099967,28609,1,0.36934156360467
351,147.15975230711683,0.4192585535815294,21498,0,0.368671083617971
352,147.52780352407066,0.4191130781933826,16269,0,0.368051216953823
353,147.89564280363234,0.4189678266391851,19764,1,0.367839279561665
354,148.26291748325883,0.4188218008001662,25726,1,0.36727467962649
355,148.6300813509738,0.4186762854957008,5964,0,0.367163867714953
356,148.99718153456757,0.4185314088049651,20439,0,0.367100183593787
357,149.36426121418836,0.4183872863142531,19156,1,0.367079679620795
358,149.73116919620355,0.4182434893748703,15990,0,0.366907982015184
359,150.09792485573803,0.4181000692360391,19716,1,0.366755659534482
360,150.4643412213946,0.4179565033927628,18233,0,0.366416365656562
361,150.83013193821992,0.417811999828864,24674,1,0.365790716825338
362,151.19554748505092,0.417667258245997,26266,0,0.365415546831004
363,151.55941912682175,0.4175190609554318,28766,1,0.363871641770814
364,151.92329076859258,0.4173716779356939,17426,0,0.363871641770814
365,152.2871624103634,0.4172251024941464,15908,0,0.363871641770814
366,152.65088945555652,0.417078932938679,25691,1,0.363727045193119
367,153.01461650074964,0.4169335599475467,24809,0,0.363727045193119
368,153.37834354594276,0.4167889770270183,24693,0,0.363727045193119
369,153.74207059113587,0.4166451777537558,23224,0,0.363727045193119
370,154.105797636329,0.4165021557738621,19845,0,0.363727045193119
371,154.4695246815221,0.4163599048019464,18917,0,0.363727045193119
372,154.8331378764544,0.416218112571114,25150,0,0.363613194932308
373,155.19633594854614,0.4160759676904722,24616,1,0.363198072091726
374,155.5594231436032,0.4159342864802225,19345,0,0.363087195057072
375,155.922241481536,0.4157926439507626,24727,1,0.362818337932792
376,156.2850052151982,0.4156516096148888,24876,1,0.362763733662197
377,156.6468921057578,0.4155089976280048,15942,1,0.361886890559575
378,157.0086985123873,0.4153669272814479,13636,0,0.361806406629519
379,157.37048207953129,0.4152255463839876,17464,0,0.361783567143988
380,157.73156108940313,0.4150830554984293,17353,0,0.361079009871834
381,158.09264009927497,0.4149413125965222,16716,0,0.361079009871834
382,158.45371910914682,0.4148003118040492,14528,1,0.361079009871834
383,158.81478740668643,0.4146600193386069,20484,1,0.361068297539624
384,159.17547535608713,0.4145194670731436,10179,0,0.360687949400708
385,159.5356246598127,0.4143782458696434,23310,1,0.360149303725574
386,159.89577396353826,0.4142377563822235,20926,0,0.360149303725574
387,160.25557772688973,0.4140971000694825,23954,0,0.359803763351455
388,160.6153814902412,0.4139571687892814,23933,0,0.359803763351455
389,160.97518525359266,0.4138179569501096,22377,1,0.359803763351455
390,161.33498901694412,0.4136794590178054,22360,1,0.359803763351455
391,161.6947927802956,0.4135416695148225,21509,0,0.359803763351455
392,162.05459654364705,0.4134045830195078,21506,0,0.359803763351455
393,162.41440030699852,0.4132681941653906,20730,0,0.359803763351455
394,162.77420407034998,0.4131324976404822,19973,0,0.359803763351455
395,163.13400783370145,0.4129974881865859,19960,0,0.359803763351455
396,163.4938115970529,0.4128631605986184,18588,1,0.359803763351455
397,163.85361536040438,0.4127295097239405,18004,1,0.359803763351455
398,164.2133341724446,0.4125963170161925,7574,0,0.359718812040219
399,164.57246370762226,0.4124623150566974,17750,1,0.359129535177655
400,164.9304289885493,0.4123260724713733,25935,1,0.357965280927044
401,165.28839332700767,0.4121905070498945,25375,0,0.357964338458366
402,165.64617690364005,0.4120551664269653,19380,0,0.357783576632395
403,166.00390035512183,0.4119203482757365,13105,1,0.357723451481768
404,166.361483979752,0.4117858514350297,28423,0,0.357583624630174
405,166.71884672535543,0.4116514733959393,5101,1,0.35736274560343
406,167.07604503327227,0.4115173522987002,18458,1,0.35719830791683
407,167.4332433411891,0.4113838902731919,15650,0,0.35719830791683
408,167.79041159836237,0.4112510088195156,20702,0,0.357168257173282
409,168.14757985553564,0.4111187771528988,18464,0,0.357168257173282
410,168.5047481127089,0.4109871905188022,18087,1,0.357168257173282
411,168.86191636988218,0.410856244208959,18082,1,0.357168257173282
412,169.21908462705545,0.4107259335608142,18074,1,0.357168257173282
413,169.57625288422872,0.4105962539569702,16549,0,0.357168257173282
414,169.93265456026336,0.4104653491793801,20675,1,0.356401676034629
415,170.28904904766947,0.4103350579461915,7061,0,0.356394487406094
416,170.64542740536257,0.4102053543398139,22572,0,0.356378357693114
417,171.0017113244958,0.4100760463417166,11503,1,0.356283919133241
418,171.35796527075837,0.4099472853367425,17097,1,0.35625394626258
419,171.71407844556893,0.4098188029727182,24380,0,0.356113174810552
420,172.0701519711258,0.40969083802649,15421,0,0.356073525556852
421,172.42618913940785,0.4095633946304225,19488,1,0.35603716828206
422,172.78163878030202,0.4094351629864977,3233,0,0.355449640894165
423,173.13686352871096,0.4093070059780401,21600,0,0.355224748408954
424,173.49118790323217,0.4091773299604532,3271,0,0.354324374521201
425,173.84514901302597,0.4090474094424141,28443,0,0.353961109793805
426,174.19911012281977,0.4089180988798586,23400,1,0.353961109793805
427,174.55294126533153,0.4087890896143596,6978,0,0.353831142511765
428,174.90677018075564,0.4086606779924197,15330,0,0.353828915424108
429,175.26059909617976,0.4085328650260601,14753,0,0.353828915424108
430,175.61442801160388,0.4084056465386137,14117,0,0.353828915424108
431,175.968256927028,0.4082790183921763,13843,0,0.353828915424108
432,176.3220858424521,0.4081529764871576,13074,0,0.353828915424108
433,176.67591475787623,0.4080275167618388,11019,0,0.353828915424108
434,177.02973880036427,0.407902623963973,26827,1,0.353824042488034
435,177.38338907186045,0.4077779059123229,15729,0,0.353650271496177
436,177.73702311828072,0.4076537227483503,14178,0,0.353634046420282
437,178.09064031004235,0.4075300693593646,28522,1,0.353617191761631
438,178.44425750180397,0.407406980597726,19617,1,0.353617191761631
